ID,game_ID,passer,team,receiver,start_x,start_y,end_x,end_y,successful
PASS-20190414PORORL-612,20190414PORORL,"Alex Morgan","Orlando Pride","Carson Pickett",69.5,11.1,62.8,43,1
PASS-20190414PORORL-613,20190414PORORL,"Carson Pickett","Orlando Pride","Emily Sonnett",65.3,45,95.3,35.7,0
PASS-20190414PORORL-614,20190414PORORL,"Emily Sonnett","Portland Thorns","Bridget Callahan",10.8,37.4,26.2,38.6,0
PASS-20190414PORORL-615,20190414PORORL,"Bridget Callahan","Orlando Pride","Dani Weatherholt",77.5,28.5,76.1,21.4,1
PASS-20190414PORORL-616,20190414PORORL,"Dani Weatherholt","Orlando Pride","Ali Krieger",76.9,19.7,92.6,10.3,1
PASS-20190414PORORL-617,20190414PORORL,"Christine Sinclair","Portland Thorns","Caitlin Foord",47.3,66.1,61.4,56.9,1
PASS-20190414PORORL-618,20190414PORORL,"Caitlin Foord","Portland Thorns","Lindsey Horan",59.1,57.7,47,49,1
PASS-20190414PORORL-619,20190414PORORL,"Lindsey Horan","Portland Thorns",NULL,55.6,48.5,64.5,68,0
PASS-20190414PORORL-62,20190414PORORL,"Joanna Boyles","Orlando Pride","Caitlin Foord",15.7,15.1,17.8,14.4,0
PASS-20190414PORORL-620,20190414PORORL,"Ali Krieger","Orlando Pride","Lindsey Horan",40.5,0,52.5,10.8,0
PASS-20190414PORORL-621,20190414PORORL,"Lindsey Horan","Portland Thorns","Ana-Maria Crnogorcevic",54,48.7,54.9,39.7,1
PASS-20190414PORORL-622,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Dani Weatherholt",77.1,39.3,78,40.7,0
PASS-20190414PORORL-623,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Tobin Heath",79,43.8,85.5,60,1
PASS-20190414PORORL-624,20190414PORORL,"Tobin Heath","Portland Thorns",NULL,91.3,60.7,99.7,26.4,0
PASS-20190414PORORL-625,20190414PORORL,"Ashlyn Harris","Orlando Pride","Rachel Hill",5.3,41.6,47.7,52.3,1
PASS-20190414PORORL-626,20190414PORORL,"Ellie Carpenter","Portland Thorns","Rachel Hill",57.3,15.7,57.3,15.7,0
PASS-20190414PORORL-627,20190414PORORL,Marta,"Orlando Pride","Ali Krieger",45.2,33.9,33.9,20.5,1
PASS-20190414PORORL-628,20190414PORORL,"Ali Krieger","Orlando Pride","Joanna Boyles",27.1,23,20.5,15.7,1
PASS-20190414PORORL-629,20190414PORORL,"Joanna Boyles","Orlando Pride","Alex Morgan",20.5,15.7,46.5,4.5,1
PASS-20190414PORORL-63,20190414PORORL,"Lindsey Horan","Portland Thorns","Christine Sinclair",83.5,50.8,81.7,45,1
PASS-20190414PORORL-630,20190414PORORL,"Joanna Boyles","Orlando Pride","Meghan Klingenberg",38.9,2.6,82.4,10.6,0
PASS-20190414PORORL-631,20190414PORORL,"Chioma Ubogagu","Orlando Pride","Rachel Hill",76.9,14.4,82.4,35.5,1
PASS-20190414PORORL-632,20190414PORORL,"Rachel Hill","Orlando Pride","Alex Morgan",81.7,32.3,90.6,23.7,1
PASS-20190414PORORL-633,20190414PORORL,"Carson Pickett","Orlando Pride","Rachel Hill",76.7,42.3,86.4,50.4,1
PASS-20190414PORORL-634,20190414PORORL,"Rachel Hill","Orlando Pride","Chioma Ubogagu",86.1,53.4,90.5,34.1,1
PASS-20190414PORORL-635,20190414PORORL,"Chioma Ubogagu","Orlando Pride","Alex Morgan",94.2,40.5,89.7,35.7,1
PASS-20190414PORORL-636,20190414PORORL,"Chioma Ubogagu","Orlando Pride","Meghan Klingenberg",92.7,42.6,95.6,32.7,0
PASS-20190414PORORL-637,20190414PORORL,"Rachel Hill","Orlando Pride","Bridget Callahan",71.7,48.7,65.6,38.4,1
PASS-20190414PORORL-638,20190414PORORL,"Bridget Callahan","Orlando Pride","Joanna Boyles",66.1,35,53.8,27.1,1
PASS-20190414PORORL-639,20190414PORORL,"Joanna Boyles","Orlando Pride","Ali Krieger",56.2,8.3,61.4,20.7,1
PASS-20190414PORORL-64,20190414PORORL,"Tobin Heath","Portland Thorns","Ana-Maria Crnogorcevic",105,0,101.1,33.4,1
PASS-20190414PORORL-640,20190414PORORL,"Ali Krieger","Orlando Pride","Shelina Zadorsky",59.1,20.5,49.1,41.4,1
PASS-20190414PORORL-641,20190414PORORL,"Shelina Zadorsky","Orlando Pride",Marta,54.3,44.2,85.1,67.7,1
PASS-20190414PORORL-642,20190414PORORL,Marta,"Orlando Pride","Emily Sonnett",97.7,57.7,99.3,36.7,0
PASS-20190414PORORL-643,20190414PORORL,"Emily Sonnett","Portland Thorns","Lindsey Horan",5.7,31.3,16.3,17.9,1
PASS-20190414PORORL-644,20190414PORORL,"Lindsey Horan","Portland Thorns","Rachel Hill",5.3,5.7,6.9,6.3,0
PASS-20190414PORORL-645,20190414PORORL,"Carson Pickett","Orlando Pride",Marta,85.6,65.2,87.4,59.1,1
PASS-20190414PORORL-646,20190414PORORL,"Carson Pickett","Orlando Pride","Shelina Zadorsky",105,0,95.8,44.9,1
PASS-20190414PORORL-647,20190414PORORL,Marta,"Orlando Pride","Adrianna Franch",103.5,65.7,102.3,36,0
PASS-20190414PORORL-648,20190414PORORL,"Adrianna Franch","Portland Thorns","Tobin Heath",12,34.8,27.3,47.3,1
PASS-20190414PORORL-649,20190414PORORL,"Ashlyn Harris","Orlando Pride","Rachel Hill",5.5,26.4,54.8,31.3,1
PASS-20190414PORORL-65,20190414PORORL,"Tobin Heath","Portland Thorns","Christine Sinclair",105,0,95,45.6,1
PASS-20190414PORORL-650,20190414PORORL,"Rachel Hill","Orlando Pride","Emily Sonnett",54.8,31.3,54.8,31.3,0
PASS-20190414PORORL-651,20190414PORORL,"Katherine Reynolds","Portland Thorns","Adrianna Franch",25.8,33.4,20.2,36.5,1
PASS-20190414PORORL-652,20190414PORORL,"Adrianna Franch","Portland Thorns","Chioma Ubogagu",20,37.6,28.6,45.2,0
PASS-20190414PORORL-653,20190414PORORL,"Chioma Ubogagu","Orlando Pride","Ellie Carpenter",90.1,14.8,94.2,33.7,0
PASS-20190414PORORL-654,20190414PORORL,"Ellie Carpenter","Portland Thorns","Alex Morgan",10.8,34.3,33.6,51.8,0
PASS-20190414PORORL-655,20190414PORORL,"Alex Morgan","Orlando Pride","Dani Weatherholt",71.1,17.2,71.9,26.1,1
PASS-20190414PORORL-656,20190414PORORL,"Dani Weatherholt","Orlando Pride","Ali Krieger",71.9,24,73.5,3,1
PASS-20190414PORORL-657,20190414PORORL,"Ali Krieger","Orlando Pride","Ellie Carpenter",75.8,2.8,91.8,41,0
PASS-20190414PORORL-658,20190414PORORL,"Ellie Carpenter","Portland Thorns","Dani Weatherholt",14.9,1.4,30.7,6.4,0
PASS-20190414PORORL-659,20190414PORORL,"Dani Weatherholt","Orlando Pride","Rachel Hill",74.3,61.6,84.3,65.4,1
PASS-20190414PORORL-66,20190414PORORL,"Christine Sinclair","Portland Thorns","Ana-Maria Crnogorcevic",95,45.6,101.6,33.2,1
PASS-20190414PORORL-660,20190414PORORL,"Rachel Hill","Orlando Pride",Marta,84.3,56.7,79,39,1
PASS-20190414PORORL-661,20190414PORORL,"Tobin Heath","Portland Thorns","Meghan Klingenberg",26.7,49.4,31.7,66.6,1
PASS-20190414PORORL-662,20190414PORORL,"Meghan Klingenberg","Portland Thorns","Katherine Reynolds",27.6,65.9,18.7,54.4,1
PASS-20190414PORORL-663,20190414PORORL,"Katherine Reynolds","Portland Thorns","Tobin Heath",20.7,54.3,39.6,66.4,1
PASS-20190414PORORL-664,20190414PORORL,"Tobin Heath","Portland Thorns","Lindsey Horan",36.3,65.9,18.3,46.8,1
PASS-20190414PORORL-665,20190414PORORL,"Lindsey Horan","Portland Thorns","Emily Sonnett",16,38.6,25.5,30.1,1
PASS-20190414PORORL-666,20190414PORORL,"Emily Sonnett","Portland Thorns","Ellie Carpenter",25.5,27.3,27.1,14.3,1
PASS-20190414PORORL-667,20190414PORORL,"Ellie Carpenter","Portland Thorns","Christine Sinclair",33.3,9.9,51.4,10.3,1
PASS-20190414PORORL-668,20190414PORORL,"Christine Sinclair","Portland Thorns","Ana-Maria Crnogorcevic",49.3,11.3,45.9,1.4,1
PASS-20190414PORORL-669,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Ellie Carpenter",43.1,1.2,29.1,2.4,1
PASS-20190414PORORL-67,20190414PORORL,"Katherine Reynolds","Portland Thorns","Meghan Klingenberg",77.5,47,92.1,60,1
PASS-20190414PORORL-670,20190414PORORL,"Ellie Carpenter","Portland Thorns","Shelina Zadorsky",29.1,2.4,63.6,19.7,0
PASS-20190414PORORL-671,20190414PORORL,"Shelina Zadorsky","Orlando Pride","Alex Morgan",42.8,48.7,75,23.1,1
PASS-20190414PORORL-672,20190414PORORL,"Alex Morgan","Orlando Pride","Meghan Klingenberg",75,23.1,75,23.1,0
PASS-20190414PORORL-673,20190414PORORL,"Ali Krieger","Orlando Pride","Bridget Callahan",78.7,0,77.2,6.4,1
PASS-20190414PORORL-674,20190414PORORL,"Bridget Callahan","Orlando Pride","Ali Krieger",77.1,5.2,76.9,1.9,1
PASS-20190414PORORL-675,20190414PORORL,"Ali Krieger","Orlando Pride","Emily Sonnett",77.2,2.1,96.4,30.6,0
PASS-20190414PORORL-676,20190414PORORL,Camila,"Orlando Pride","Alex Morgan",76.4,25,87.6,14.1,1
PASS-20190414PORORL-677,20190414PORORL,Marta,"Orlando Pride","Rachel Hill",87.2,68,92.2,55.1,1
PASS-20190414PORORL-678,20190414PORORL,"Rachel Hill","Orlando Pride","Celeste Boureille",92.2,55.1,85.3,55.8,0
PASS-20190414PORORL-679,20190414PORORL,"Carson Pickett","Orlando Pride",Marta,81.6,55.1,88.5,64.2,1
PASS-20190414PORORL-68,20190414PORORL,"Meghan Klingenberg","Portland Thorns","Ali Krieger",103.9,56.7,103.1,42.6,0
PASS-20190414PORORL-680,20190414PORORL,Marta,"Orlando Pride",NULL,103.2,65.6,99,40,0
PASS-20190414PORORL-681,20190414PORORL,"Adrianna Franch","Portland Thorns","Christine Sinclair",6,28,49.8,11.7,1
PASS-20190414PORORL-682,20190414PORORL,"Christine Sinclair","Portland Thorns",Marta,49.8,11.7,49.8,11.7,0
PASS-20190414PORORL-683,20190414PORORL,"Bridget Callahan","Orlando Pride","Celeste Boureille",50.6,45.9,51.5,35.3,0
PASS-20190414PORORL-684,20190414PORORL,"Celeste Boureille","Portland Thorns","Caitlin Foord",53.5,32.7,68.3,36.7,1
PASS-20190414PORORL-685,20190414PORORL,"Caitlin Foord","Portland Thorns","Celeste Boureille",69.1,37.9,64.6,45.6,1
PASS-20190414PORORL-686,20190414PORORL,"Celeste Boureille","Portland Thorns","Tobin Heath",64.6,45.6,80.3,59.7,1
PASS-20190414PORORL-687,20190414PORORL,"Tobin Heath","Portland Thorns","Christine Sinclair",80.3,59.7,95.1,30.4,1
PASS-20190414PORORL-688,20190414PORORL,"Ashlyn Harris","Orlando Pride","Dani Weatherholt",5.7,26.8,50.6,31,1
PASS-20190414PORORL-689,20190414PORORL,"Dani Weatherholt","Orlando Pride","Rachel Hill",50.6,31,59.8,24.9,1
PASS-20190414PORORL-69,20190414PORORL,"Lindsey Horan","Portland Thorns","Ana-Maria Crnogorcevic",77.1,7.3,97.1,8.7,1
PASS-20190414PORORL-690,20190414PORORL,"Rachel Hill","Orlando Pride","Ellie Carpenter",58.3,28.5,95,62.3,0
PASS-20190414PORORL-691,20190414PORORL,Marta,"Orlando Pride",Camila,95.1,48,88.7,44.7,1
PASS-20190414PORORL-692,20190414PORORL,"Ellie Carpenter","Portland Thorns","Christine Sinclair",60.6,0,75.4,0.5,1
PASS-20190414PORORL-693,20190414PORORL,"Christine Sinclair","Portland Thorns","Carson Pickett",78.7,1.6,78.7,1.6,0
PASS-20190414PORORL-694,20190414PORORL,"Shelina Zadorsky","Orlando Pride","Dani Weatherholt",2.3,65.2,28.4,63.8,1
PASS-20190414PORORL-695,20190414PORORL,"Ellie Carpenter","Portland Thorns","Lindsey Horan",73,0,66.1,5,1
PASS-20190414PORORL-696,20190414PORORL,"Lindsey Horan","Portland Thorns","Ana-Maria Crnogorcevic",67.8,4.7,78.5,10.4,1
PASS-20190414PORORL-697,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Ellie Carpenter",78.5,10.4,78,0.7,1
PASS-20190414PORORL-698,20190414PORORL,"Ellie Carpenter","Portland Thorns","Lindsey Horan",77.9,2.1,68.3,9,1
PASS-20190414PORORL-699,20190414PORORL,"Lindsey Horan","Portland Thorns","Emily Sonnett",64.8,8.2,54.9,10.8,1
PASS-20190414PORORL-7,20190414PORORL,"Dani Weatherholt","Orlando Pride","Ali Krieger",24.1,10.1,19.5,7.3,1
PASS-20190414PORORL-70,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Dani Weatherholt",97.1,8.7,98.4,23.5,0
PASS-20190414PORORL-700,20190414PORORL,"Emily Sonnett","Portland Thorns","Lindsey Horan",48.3,17,57.3,6.1,1
PASS-20190414PORORL-701,20190414PORORL,"Lindsey Horan","Portland Thorns","Ellie Carpenter",60.3,5.2,77.5,25.2,1
PASS-20190414PORORL-702,20190414PORORL,"Ellie Carpenter","Portland Thorns","Bridget Callahan",79.2,4.7,77.5,25.2,0
PASS-20190414PORORL-703,20190414PORORL,"Bridget Callahan","Orlando Pride",Camila,28.4,42.8,30.5,27.5,1
PASS-20190414PORORL-704,20190414PORORL,Camila,"Orlando Pride","Ali Krieger",43.8,5,39.6,3.5,1
PASS-20190414PORORL-705,20190414PORORL,"Ali Krieger","Orlando Pride","Bridget Callahan",39.6,7.8,45.9,23,1
PASS-20190414PORORL-706,20190414PORORL,"Bridget Callahan","Orlando Pride",Camila,45.9,23,51.2,1.6,1
PASS-20190414PORORL-707,20190414PORORL,"Joanna Boyles","Orlando Pride","Ellie Carpenter",51.9,24,75.3,55.8,0
PASS-20190414PORORL-708,20190414PORORL,"Ellie Carpenter","Portland Thorns","Carson Pickett",29.7,12.2,46.2,8.5,0
PASS-20190414PORORL-709,20190414PORORL,"Carson Pickett","Orlando Pride","Shelina Zadorsky",55.6,63.6,42.2,55.7,1
PASS-20190414PORORL-71,20190414PORORL,"Dani Weatherholt","Orlando Pride","Carson Pickett",7.8,52.9,3.7,65.9,1
PASS-20190414PORORL-710,20190414PORORL,"Shelina Zadorsky","Orlando Pride","Ellie Carpenter",42.2,55.7,74.5,50,0
PASS-20190414PORORL-711,20190414PORORL,"Ellie Carpenter","Portland Thorns","Christine Sinclair",32.6,17.5,47.8,20.2,1
PASS-20190414PORORL-712,20190414PORORL,"Christine Sinclair","Portland Thorns","Caitlin Foord",48.5,20,60.6,21,1
PASS-20190414PORORL-713,20190414PORORL,"Caitlin Foord","Portland Thorns","Lindsey Horan",59.3,20.4,50.4,2.6,1
PASS-20190414PORORL-714,20190414PORORL,"Lindsey Horan","Portland Thorns","Ana-Maria Crnogorcevic",76.4,2.8,77.5,13.6,1
PASS-20190414PORORL-715,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Carson Pickett",77.5,13.6,79,12.9,0
PASS-20190414PORORL-716,20190414PORORL,"Ellie Carpenter","Portland Thorns","Caitlin Foord",81.6,0,102.7,5.3,1
PASS-20190414PORORL-717,20190414PORORL,"Tobin Heath","Portland Thorns","Emily Sonnett",105,0,98.2,30.3,1
PASS-20190414PORORL-718,20190414PORORL,"Ashlyn Harris","Orlando Pride","Alex Morgan",5.5,27.9,47.2,26.6,1
PASS-20190414PORORL-719,20190414PORORL,"Lindsey Horan","Portland Thorns","Tobin Heath",52.8,43.2,59.6,54,1
PASS-20190414PORORL-72,20190414PORORL,"Carson Pickett","Orlando Pride","Ellie Carpenter",3.7,65.9,28.1,67.1,0
PASS-20190414PORORL-720,20190414PORORL,"Tobin Heath","Portland Thorns","Caitlin Foord",64.8,55.3,71.9,47.4,1
PASS-20190414PORORL-721,20190414PORORL,"Caitlin Foord","Portland Thorns","Lindsey Horan",71.2,48.7,63.8,59.9,1
PASS-20190414PORORL-722,20190414PORORL,"Carson Pickett","Orlando Pride",Marta,55.2,42.5,62.5,59.4,1
PASS-20190414PORORL-723,20190414PORORL,"Rachel Hill","Orlando Pride","Emily Sonnett",86.9,46.1,89.2,42.1,0
PASS-20190414PORORL-724,20190414PORORL,"Dani Weatherholt","Orlando Pride","Rachel Hill",83.7,68,93.7,64.9,1
PASS-20190414PORORL-725,20190414PORORL,"Rachel Hill","Orlando Pride","Alex Morgan",94,65.6,91.6,38,1
PASS-20190414PORORL-726,20190414PORORL,"Katherine Reynolds","Portland Thorns","Adrianna Franch",13.4,30,28.4,41.7,1
PASS-20190414PORORL-727,20190414PORORL,"Adrianna Franch","Portland Thorns","Lindsey Horan",28.4,41.7,67.8,54.2,1
PASS-20190414PORORL-728,20190414PORORL,"Meghan Klingenberg","Portland Thorns","Christine Sinclair",52.8,68,58.8,66.2,1
PASS-20190414PORORL-729,20190414PORORL,"Christine Sinclair","Portland Thorns","Meghan Klingenberg",58.8,66.2,51.9,66.9,1
PASS-20190414PORORL-73,20190414PORORL,"Chioma Ubogagu","Orlando Pride","Carson Pickett",20.5,68,14.9,66.3,1
PASS-20190414PORORL-730,20190414PORORL,"Meghan Klingenberg","Portland Thorns","Christine Sinclair",51.9,66.9,58.8,66.3,1
PASS-20190414PORORL-731,20190414PORORL,"Christine Sinclair","Portland Thorns","Tobin Heath",59.1,65.6,70.8,67.1,1
PASS-20190414PORORL-732,20190414PORORL,"Meghan Klingenberg","Portland Thorns","Christine Sinclair",61.7,68,64.1,61.8,1
PASS-20190414PORORL-733,20190414PORORL,"Christine Sinclair","Portland Thorns","Meghan Klingenberg",63.3,62.1,63,67.8,1
PASS-20190414PORORL-734,20190414PORORL,"Meghan Klingenberg","Portland Thorns","Emily Sonnett",64.3,67.1,52.7,41.9,1
PASS-20190414PORORL-735,20190414PORORL,"Emily Sonnett","Portland Thorns","Ellie Carpenter",51.7,39.7,62.8,16,1
PASS-20190414PORORL-736,20190414PORORL,"Ellie Carpenter","Portland Thorns","Ana-Maria Crnogorcevic",64.8,12.3,69.3,3.3,1
PASS-20190414PORORL-737,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Emily Sonnett",60.1,3.5,45.4,15.3,1
PASS-20190414PORORL-738,20190414PORORL,"Emily Sonnett","Portland Thorns","Shelina Zadorsky",46.8,14,82.7,23.2,0
PASS-20190414PORORL-739,20190414PORORL,"Shelina Zadorsky","Orlando Pride","Erin Greening",22.3,44.8,24.9,52.7,1
PASS-20190414PORORL-74,20190414PORORL,"Carson Pickett","Orlando Pride","Alex Morgan",14.9,66.3,43.1,49.2,1
PASS-20190414PORORL-740,20190414PORORL,"Erin Greening","Orlando Pride",Camila,24.9,52.7,39.1,45.9,1
PASS-20190414PORORL-741,20190414PORORL,"Carson Pickett","Orlando Pride","Erin Greening",32.5,43,32.5,52.9,1
PASS-20190414PORORL-742,20190414PORORL,"Erin Greening","Orlando Pride","Tobin Heath",32.5,52.9,27.8,23.9,0
PASS-20190414PORORL-743,20190414PORORL,"Ashlyn Harris","Orlando Pride","Ali Krieger",8.1,28.5,28.4,7,1
PASS-20190414PORORL-744,20190414PORORL,"Ali Krieger","Orlando Pride","Dani Weatherholt",41.8,3.3,43.1,18.9,1
PASS-20190414PORORL-745,20190414PORORL,"Dani Weatherholt","Orlando Pride",Marta,45.1,16.4,61.7,1.1,1
PASS-20190414PORORL-746,20190414PORORL,Marta,"Orlando Pride",Camila,51.5,1.7,45.9,28.3,1
PASS-20190414PORORL-747,20190414PORORL,Camila,"Orlando Pride","Alex Morgan",50.6,30.9,75,39.7,1
PASS-20190414PORORL-748,20190414PORORL,"Alex Morgan","Orlando Pride","Rachel Hill",75.1,41.7,0,0,1
PASS-20190414PORORL-749,20190414PORORL,"Rachel Hill","Orlando Pride",Marta,81.9,33.8,77.9,17.8,1
PASS-20190414PORORL-75,20190414PORORL,"Emily Sonnett","Portland Thorns","Katherine Reynolds",61.4,21.9,58,48.2,1
PASS-20190414PORORL-750,20190414PORORL,Marta,"Orlando Pride","Adrianna Franch",102.6,23.3,103.1,24.3,0
PASS-20190414PORORL-751,20190414PORORL,Marta,"Orlando Pride","Ana-Maria Crnogorcevic",105,0,100.3,26.5,0
PASS-20190414PORORL-752,20190414PORORL,"Erin Greening","Orlando Pride","Joanna Boyles",58.6,55.3,64.8,65.4,1
PASS-20190414PORORL-753,20190414PORORL,"Joanna Boyles","Orlando Pride","Ellie Carpenter",64.8,65.4,98.2,65.6,0
PASS-20190414PORORL-754,20190414PORORL,"Ellie Carpenter","Portland Thorns","Adrianna Franch",6.5,1.3,22,2,1
PASS-20190414PORORL-755,20190414PORORL,"Adrianna Franch","Portland Thorns","Christine Sinclair",22,2,70.6,21.9,1
PASS-20190414PORORL-756,20190414PORORL,"Christine Sinclair","Portland Thorns","Dagny Brynjarsdottir",69.3,23.2,59.3,22.4,1
PASS-20190414PORORL-757,20190414PORORL,"Dagny Brynjarsdottir","Portland Thorns","Caitlin Foord",59.3,22.4,76.4,41.5,1
PASS-20190414PORORL-758,20190414PORORL,"Tobin Heath","Portland Thorns",NULL,75.6,39,101.4,30.3,0
PASS-20190414PORORL-759,20190414PORORL,"Ashlyn Harris","Orlando Pride","Erin Greening",3.6,37.7,21,60.1,1
PASS-20190414PORORL-76,20190414PORORL,"Katherine Reynolds","Portland Thorns","Tobin Heath",59.4,48.5,87.6,64.2,1
PASS-20190414PORORL-760,20190414PORORL,"Erin Greening","Orlando Pride","Carson Pickett",21,60.1,36,47.4,1
PASS-20190414PORORL-761,20190414PORORL,"Lindsey Horan","Portland Thorns","Ana-Maria Crnogorcevic",69,20.6,69.9,8.6,1
PASS-20190414PORORL-762,20190414PORORL,"Ana-Maria Crnogorcevic","Portland Thorns","Carson Pickett",70.1,2.8,72.2,2.4,0
PASS-20190414PORORL-763,20190414PORORL,"Ellie Carpenter","Portland Thorns","Christine Sinclair",74,0,80.3,8.8,1
PASS-20190414PORORL-764,20190414PORORL,"Christine Sinclair","Portland Thorns","Carson Pickett",80.3,8.8,86.1,12.1,0
PASS-20190414PORORL-765,20190414PORORL,"Carson Pickett","Orlando Pride","Shelina Zadorsky",18.9,55.9,33,49.8,1
PASS-20190414PORORL-766,20190414PORORL,"Shelina Zadorsky","Orlando Pride","Alex Morgan",33,49.8,77.4,45.6,1
PASS-20190414PORORL-767,20190414PORORL,"Adrianna Franch","Portland Thorns","Christine Sinclair",15.2,18.9,62.8,11,1
PASS-20190414PORORL-768,20190414PORORL,"Kristen Edmonds","Orlando Pride","Erin Greening",39.9,63.2,30.2,52.6,1
PASS-20190414PORORL-769,20190414PORORL,"Erin Greening","Orlando Pride","Joanna Boyles",29.1,46.5,23.9,31.8,1
PASS-20190414PORORL-77,20190414PORORL,"Tobin Heath","Portland Thorns","Joanna Boyles",104.4,49.9,104.2,45,0
PASS-20190414PORORL-770,20190414PORORL,"Joanna Boyles","Orlando Pride",Marta,31.3,28.9,42,25,1
PASS-20190414PORORL-771,20190414PORORL,Marta,"Orlando Pride","Dani Weatherholt",50.1,29.2,48.8,18.4,1
PASS-20190414PORORL-772,20190414PORORL,"Dani Weatherholt","Orlando Pride","Ali Krieger",50.2,16.9,69.1,1.3,1
PASS-20190414PORORL-773,20190414PORORL,"Ali Krieger","Orlando Pride",NULL,83.2,3.9,99.3,32.9,0
PASS-20190414PORORL-774,20190414PORORL,"Adrianna Franch","Portland Thorns","Lindsey Horan",5.7,35.1,54.8,14,1
PASS-20190414PORORL-775,20190414PORORL,"Lindsey Horan","Portland Thorns","Erin Greening",54.8,14,62.5,13.4,0
PASS-20190414PORORL-776,20190414PORORL,"Erin Greening","Orlando Pride","Dagny Brynjarsdottir",42.8,54.2,56.4,47.2,0
PASS-20190414PORORL-777,20190414PORORL,"Dagny Brynjarsdottir","Portland Thorns","Erin Greening",48.6,20.8,75,12.9,0
PASS-20190414PORORL-778,20190414PORORL,"Erin Greening","Orlando Pride","Ana-Maria Crnogorcevic",30,55.1,40.9,59.7,0
PASS-20190414PORORL-779,20190414PORORL,"Tobin Heath","Portland Thorns","Lindsey Horan",69.5,9.9,92.4,30.9,1
PASS-20190414PORORL-78,20190414PORORL,"Tobin Heath","Portland Thorns","Lindsey Horan",105,68,95.3,36.5,1
PASS-20190414PORORL-780,20190414PORORL,"Tobin Heath","Portland Thorns","Joanna Boyles",105,0,102.3,27.6,0
PASS-20190414PORORL-781,20190414PORORL,"Ellie Carpenter","Portland Thorns","Katherine Reynolds",81.3,3.3,70.9,14.5,1
PASS-20190414PORORL-782,20190414PORORL,"Katherine Reynolds","Portland Thorns",NULL,72.4,18,91.8,32.5,0
PASS-20190414PORORL-783,20190414PORORL,"Ashlyn Harris","Orlando Pride","Carson Pickett",13.2,35.5,53.3,39.1,1
PASS-20190414PORORL-784,20190414PORORL,Marta,"Orlando Pride",NULL,62.5,66.5,NULL,NULL,0
PASS-20190414PORORL-785,20190414PORORL,Camila,"Orlando Pride","Kristen Edmonds",46.8,47,47.5,36.8,1
PASS-20190414PORORL-786,20190414PORORL,"Kristen Edmonds","Orlando Pride","Carson Pickett",42.6,30.7,46.2,43.2,1
PASS-20190414PORORL-787,20190414PORORL,"Carson Pickett","Orlando Pride","Dani Weatherholt",48.9,44.5,58,44.3,1
PASS-20190414PORORL-788,20190414PORORL,"Dani Weatherholt","Orlando Pride",NULL,60.7,44.3,74,68,0
PASS-20190414PORORL-789,20190414PORORL,"Ellie Carpenter","Portland Thorns","Christine Sinclair",31,0,44.1,2,1
PASS-20190414PORORL-79,20190414PORORL,"Lindsey Horan","Portland Thorns","Emily Sonnett",95.3,36.5,96.4,39,1
PASS-20190414PORORL-790,20190414PORORL,Marta,"Orlando Pride","Dani Weatherholt",67.5,68,86.1,62.1,1
PASS-20190414PORORL-791,20190414PORORL,"Dani Weatherholt","Orlando Pride",NULL,86.1,62.1,102.7,56.6,0
PASS-20190414PORORL-792,20190414PORORL,"Joanna Boyles","Orlando Pride",NULL,105,68,99.5,33.6,0
PASS-20190414PORORL-793,20190414PORORL,"Adrianna Franch","Portland Thorns","Lindsey Horan",5.5,34.4,63,34.6,1
PASS-20190414PORORL-794,20190414PORORL,"Lindsey Horan","Portland Thorns","Dani Weatherholt",55.6,32.2,55.6,32.2,0
PASS-20190414PORORL-795,20190414PORORL,"Joanna Boyles","Orlando Pride","Dani Weatherholt",42,33.4,49.9,36.9,1
PASS-20190414PORORL-796,20190414PORORL,"Dani Weatherholt","Orlando Pride","Kristen Edmonds",46.2,32.9,55.9,27,1
PASS-20190414PORORL-797,20190414PORORL,"Kristen Edmonds","Orlando Pride","Dani Weatherholt",55.4,26.8,49.6,25.7,1
PASS-20190414PORORL-798,20190414PORORL,"Dani Weatherholt","Orlando Pride","Lindsey Horan",49.9,25.9,51.5,27.2,0
PASS-20190414PORORL-799,20190414PORORL,"Tobin Heath","Portland Thorns","Meghan Klingenberg",54.8,43.7,47.7,55.3,1
PASS-20190414PORORL-8,20190414PORORL,"Ali Krieger","Orlando Pride",Marta,19.5,7.3,26.5,27.8,1
PASS-20190414PORORL-80,20190414PORORL,"Emily Sonnett","Portland Thorns","Tobin Heath",94.3,41.4,102.1,61.4,1
PASS-20190414PORORL-800,20190414PORORL,"Meghan Klingenberg","Portland Thorns","Tobin Heath",48.5,55.7,59.3,55.1,1
PASS-20190414PORORL-801,20190414PORORL,"Tobin Heath","Portland Thorns","Kristen Edmonds",56.1,56.1,53.6,65.6,0
PASS-20190414PORORL-802,20190414PORORL,"Kristen Edmonds","Orlando Pride","Katherine Reynolds",51.4,2.4,64.3,6.4,0
